,epidermal cell_Skin,endothelial cell_Fat,basal cell_Mammary_Gland,endothelial cell_Heart,bladder cell_Bladder,leukocyte_Heart,microglial cell_Brain_Myeloid,immature T cell_Thymus,B cell_Spleen,macrophage_Kidney,mesenchymal stem cell of adipose_Fat,fibroblast_Heart,endocardial cell_Heart,skeletal muscle satellite stem cell_Limb_Muscle,bladder urothelial cell_Bladder,skeletal muscle satellite cell_Limb_Muscle,basal cell of epidermis_Tongue,astrocyte_Brain_Non-Myeloid,keratinocyte_Tongue,granulocyte_Marrow,endothelial cell_Trachea,basophil_Marrow,keratinocyte stem cell_Skin,basal cell of epidermis_Skin,mesenchymal cell_Trachea,natural killer cell_Fat,stromal cell_Lung,lung endothelial cell_Lung,oligodendrocyte_Brain_Non-Myeloid,endothelial cell_Brain_Non-Myeloid,Slamf1-positive multipotent progenitor cell_Marrow,megakaryocyte-erythroid progenitor cell_Marrow,epithelial cell of large intestine_Large_Intestine,immature B cell_Marrow,Slamf1-negative multipotent progenitor cell_Marrow,large intestine goblet cell_Large_Intestine,pancreatic A cell_Pancreas,natural killer cell_Liver,stem cell of epidermis_Skin,neuron_Brain_Non-Myeloid,monocyte_Marrow,Brush cell of epithelium proper of large intestine_Large_Intestine,late pro-B cell_Marrow,naive B cell_Marrow,granulocyte monocyte progenitor cell_Marrow,immature T cell_Marrow,cardiac muscle cell_Heart,hepatocyte_Liver,myeloid cell_Fat,T cell_Spleen,endothelial cell_Kidney,leukocyte_Thymus,granulocytopoietic cell_Marrow,B cell_Fat,oligodendrocyte precursor cell_Brain_Non-Myeloid,common lymphoid progenitor_Marrow,macrophage_Brain_Myeloid,macrophage_Marrow,T cell_Fat,type B pancreatic cell_Pancreas,endothelial cell of hepatic sinusoid_Liver,myeloid cell_Lung,luminal epithelial cell of mammary gland_Mammary_Gland,macrophage_Spleen,B cell_Marrow,hematopoietic precursor cell_Marrow,kidney collecting duct epithelial cell_Kidney,pre-natural killer cell_Marrow,leukocyte_Pancreas,Bergmann glial cell_Brain_Non-Myeloid,precursor B cell_Marrow,macrophage_Limb_Muscle,Kupffer cell_Liver,pancreatic acinar cell_Pancreas,blood cell_Trachea,epithelial cell of proximal tubule_Kidney,enterocyte of epithelium of large intestine_Large_Intestine,pancreatic PP cell_Pancreas,brain pericyte_Brain_Non-Myeloid,mature natural killer cell_Marrow,epithelial cell_Trachea,pancreatic ductal cell_Pancreas,stromal cell_Mammary_Gland,endothelial cell_Pancreas,endothelial cell_Mammary_Gland,professional antigen presenting cell_Heart,monocyte_Lung,erythrocyte_Heart,immature natural killer cell_Marrow,pancreatic D cell_Pancreas,classical monocyte_Lung,B cell_Liver,B cell_Lung,leukocyte_Skin,enteroendocrine cell_Large_Intestine,DN1 thymic pro-T cell_Thymus,T cell_Lung,natural killer cell_Lung,epithelial cell of lung_Lung,pancreatic stellate cell_Pancreas,ciliated columnar cell of tracheobronchial tree_Lung,endothelial cell_Limb_Muscle,smooth muscle cell_Heart,regulatory T cell_Marrow,leukocyte_Kidney,leukocyte_Lung,mesenchymal stem cell_Limb_Muscle,immature NK T cell_Marrow,B cell_Limb_Muscle,lymphocyte_Limb_Muscle,T cell_Limb_Muscle
Rorc,NA,NA,NA,NA,NA,NA,NA,0.820065133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343750019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061036919,NA,0.340340064,NA,NA,NA,NA,NA,NA,NA,0.0150974,NA,NA,NA,NA,0.020915285,0.013099266,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026591752,NA,NA,NA,NA,0.259778271,NA,0.021572047,NA,NA,0.22314209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rreb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073173158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024409779,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017290626,NA,NA,NA,NA,0.280159326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156925367,NA,NA,NA,NA,0.047471047,NA,NA,0.03232178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rslcan18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003696625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008655578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Runx1,NA,NA,13.25823331,NA,NA,0.650807643,NA,NA,NA,5.605690764,NA,NA,0.280773229,5.317841311,NA,12.45732019,NA,2.874444826,0.537878791,NA,NA,NA,NA,0.188560077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368137757,1.412180516,NA,1.564142806,NA,NA,NA,NA,0.130176374,NA,NA,NA,NA,0.416358433,0.17442301,1.058971741,NA,NA,NA,NA,NA,NA,NA,NA,0.697100999,NA,NA,NA,NA,0.048776732,NA,0.033250879,0.051686827,NA,0.33935934,NA,NA,NA,NA,NA,NA,NA,NA,0.097359977,NA,NA,NA,NA,NA,NA,NA,0.502247721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Runx1t1,NA,NA,NA,NA,NA,0.193105242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055728647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018008281,NA,NA,0.528661933,NA,NA,NA,NA,NA,NA,0.013455098,NA,NA,NA,NA,0.043733714,0.05188862,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041102372,NA,NA,NA,NA,0.019210999,NA,1.366255012,NA,NA,0.203690449,NA,NA,NA,NA,NA,NA,NA,9.81884387,0.058471726,NA,NA,NA,NA,NA,NA,NA,0.207132275,NA,NA,NA,NA,NA,NA,NA,2.723694635,NA,NA,NA,NA
Runx2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027265255,NA,NA,NA,NA,NA,NA,2.158331857,NA,NA,NA,3.262279613,NA,NA,NA,NA,NA,0.553162508,NA,NA,NA,NA,0.036224829,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176691903,NA,20.36221098,NA,NA,0.056387153,0.269382617,NA,0.134722669,NA,1.680624594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010050007,NA,NA,0.102978687,NA,NA,NA,NA,NA,NA,2.447019268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Runx3,NA,NA,NA,NA,NA,1.311640158,NA,NA,NA,2.31204218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018653025,NA,NA,NA,NA,NA,NA,2.338634087,NA,NA,NA,0.61206779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.650492327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718838303,NA,0.50561835,NA,NA,NA,1.95048219,NA,2.320215825,0.882479457,NA,NA,1.335889378,16.63271051,NA,NA,0.192588492,NA,NA,12.38059949,NA,0.031553068,NA,0.001944444,1.625332297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312020684,0.551737203,NA,NA,NA,0.82272659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551685297,NA,NA,1.203535018
Rxra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262185697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020914048,NA,0.698911603,NA,NA,NA,NA,NA,NA,NA,0.015596109,NA,NA,NA,NA,0.050182952,0.183903083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247910834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72732521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rxrb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092019219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518848232,NA,NA,NA,NA,0.074210169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029725345,NA,0.030859327,0.038112518,NA,0.058208455,NA,NA,NA,NA,NA,NA,NA,NA,0.165720822,NA,NA,NA,NA,NA,NA,NA,0.28096167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rxrg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.211242381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008841605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sall1,NA,NA,NA,NA,NA,1.618072177,17.89404977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005906071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0966115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053837017,NA,NA,0.407536548,NA,NA,NA,NA,NA,NA,0.026033953,NA,NA,NA,NA,0.044188777,0.148232499,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252702566,NA,NA,NA,NA,0.014544118,NA,0.02851066,0.011770958,NA,0.169558119,NA,NA,NA,NA,NA,NA,NA,NA,0.122746954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sall2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006698101,NA,NA,NA,NA,0.027305481,0.023651823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00205,NA,0.003470238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sall3,NA,NA,NA,NA,NA,0.975229287,6.489498839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00686029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021997106,NA,NA,0.267300452,NA,NA,NA,NA,NA,NA,0.010383306,NA,NA,NA,NA,0.041333596,0.142436366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023341304,NA,NA,NA,NA,0.020682135,NA,0.030579251,0.001342193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059979436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sall4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005957935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509848139,NA,NA,NA,0.206730533,NA,NA,NA,NA,NA,0.516675841,NA,NA,NA,NA,0.10454966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061478694,NA,NA,NA,NA,0.357294207,0.145272912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318433639,NA,0.889939173,NA,NA,0.170419825,NA,0.1201285,0.08361575,NA,0.097059635,NA,NA,NA,NA,NA,1.058053054,NA,NA,0.277685623,NA,NA,NA,NA,0.169880303,0.503996261,NA,0.37889377,NA,NA,5.171327822,NA,NA,NA,NA,NA,NA,NA,NA,NA
Satb1,NA,NA,NA,NA,NA,NA,NA,15.87316777,NA,NA,NA,NA,NA,0.401084261,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090373059,NA,2.560878046,NA,NA,NA,NA,NA,NA,NA,NA,0.075477741,NA,NA,NA,NA,NA,0.425387631,NA,NA,NA,NA,2.816596126,NA,NA,0.554354086,12.14779638,NA,2.756980315,NA,11.77192218,NA,0.264962554,NA,NA,NA,NA,0.2587497,0.263029898,NA,1.947726121,3.554808738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137532245,NA,0.115512586,1.271226377,NA,0.186474913,NA,NA,NA,NA,NA,NA,NA,NA,0.091154948,0.852633826,NA,NA,NA,1.654761638,3.065097079,6.420306653,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.030239543,10.10667355,NA,3.329290281
Scrt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.031161618,0.003711905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001978492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011069015,NA,NA,NA,NA,NA,NA,0.002719106,0.00225,NA,0.066132731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556144314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
